  -1.3460015083121738e+02  -1.3350052232219124e+02  -7.7128865835900546e+00  -3.7129394770224264e+00
  -1.3351496983045536e+02  -1.3241495702825773e+02  -8.0095252529827317e+00  -4.0095234975736478e+00
  -1.3347993802222757e+02  -1.3237991239112512e+02  -8.0190475507204226e+00  -4.0190440404059906e+00
  -1.3344490457377549e+02  -1.3234486608709275e+02  -8.0285668895149183e+00  -4.0285616247994875e+00
  -1.3340986948356004e+02  -1.3230981811465344e+02  -8.0380832656685346e+00  -4.0380762470570843e+00
  -1.3337483275004445e+02  -1.3227476847230216e+02  -8.0475966754840709e+00  -4.0475879034821975e+00
  -1.3333979437169404e+02  -1.3223971715853622e+02  -8.0571071152648042e+00  -4.0570965903787295e+00
  -1.3330475434697635e+02  -1.3220466417185503e+02  -8.0666145813144912e+00  -4.0666023040510542e+00
  -1.3326971267436110e+02  -1.3216960951076030e+02  -8.0761190699373611e+00  -4.0761050408040260e+00
  -1.3323466935232017e+02  -1.3213455317375588e+02  -8.0856205774381422e+00  -4.0856047969429961e+00
  -1.3319962437932770e+02  -1.3209949515934798e+02  -8.0951191001220320e+00  -4.0951015687737797e+00
  -1.3316457775385993e+02  -1.3206443546604490e+02  -8.1046146342947125e+00  -4.1045953526026873e+00
  -1.3312952947439538e+02  -1.3202937409235727e+02  -8.1141071762623636e+00  -4.1140861447365165e+00
  -1.3309447953941475e+02  -1.3199431103679794e+02  -8.1235967223316408e+00  -4.1235739414825492e+00
  -1.3305942794740091e+02  -1.3195924629788200e+02  -8.1330832688096866e+00  -4.1330587391485460e+00
  -1.3302437469683895e+02  -1.3192417987412671e+02  -8.1425668120041443e+00  -4.1425405340427783e+00
  -1.3298931978621616e+02  -1.3188911176405165e+02  -8.1520473482231353e+00  -4.1520193224739863e+00
  -1.3295426321402209e+02  -1.3185404196617867e+02  -8.1615248737752779e+00  -4.1614951007514183e+00
  -1.3291920497874844e+02  -1.3181897047903180e+02  -8.1709993849696829e+00  -4.1709678651847995e+00
  -1.3288414507888916e+02  -1.3178389730113733e+02  -8.1804708781159583e+00  -4.1804376120843676e+00
  -1.3284908351294041e+02  -1.3174882243102385e+02  -8.1899393495242023e+00  -4.1899043377608418e+00
  -1.3281402027940058e+02  -1.3171374586722220e+02  -8.1994047955050124e+00  -4.1993680385254439e+00
  -1.3277895537677026e+02  -1.3167866760826544e+02  -8.2088672123694835e+00  -4.2088287106898967e+00
  -1.3274388880355227e+02  -1.3164358765268892e+02  -8.2183265964292040e+00  -4.2182863505664061e+00
  -1.3270882055825169e+02  -1.3160850599903023e+02  -8.2277829439962744e+00  -4.2277409544677003e+00
  -1.3267375063937581e+02  -1.3157342264582931e+02  -8.2372362513832851e+00  -4.2371925187069923e+00
  -1.3263867904543417e+02  -1.3153833759162828e+02  -8.2466865149033310e+00  -4.2466410395980079e+00
  -1.3260360577493850e+02  -1.3150325083497154e+02  -8.2561337308700207e+00  -4.2560865134549708e+00
  -1.3256853082640285e+02  -1.3146816237440584e+02  -8.2655778955974508e+00  -4.2655289365926059e+00
  -1.3253345419834343e+02  -1.3143307220848016e+02  -8.2750190054002388e+00  -4.2749683053261611e+00
  -1.3249837588927872e+02  -1.3139798033574567e+02  -8.2844570565935030e+00  -4.2844046159713720e+00
  -1.3355000000000001e+02  -1.3244999999999999e+02  -8.0000000000000000e+00  -4.0000000000000000e+00
